Title,Price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date
Hotel Paradise,₹ 536,Sitapura | 13.6 km from Jaipur Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 136 Off,3.8, (Good),305.0,6%,"['Free Wi-Fi', 'Kitchenette', 'Lawn']",Jaipur,9-8-2021,11-8-2021
Hotel Miraya,₹ 682,Bani Park,Exclusive Offer - HDFC Credit Card Users. Get INR 1101 Off,4.0, (Very Good),118.0,33%,"['Kids Play Area', 'Business Centre', 'Conference Room']",Jaipur,9-8-2021,11-8-2021
Hotel Metropolitan,"₹ 1,202",Bani Park | 440 m from Sindhi Camp Bus Station,Exclusive Offer - HDFC Credit Card Users. Get INR 583 Off,3.3, (Good),3.0,6%,"['Business Centre', 'Conference Room', 'Vehicle Rentals']",Jaipur,9-8-2021,11-8-2021
Free Birds,₹ 282,Ashok Nagar | 840 m from Tilak Marg Bus Stop,,3.2, (Good),262.0,43%,"['Free Wi-Fi', 'Housekeeping', 'Kitchenette']",Jaipur,9-8-2021,11-8-2021
Ratnawali A Vegetarian Heritage Hotel,"₹ 1,060",MI Road | 840 m from Lnmiit Bus Stop,Exclusive Offer - HDFC Credit Card Users. Get INR 514 Off,3.6, (Good),190.0,37%,"['Conference Room', 'Bar', 'Free Wi-Fi']",Jaipur,9-8-2021,11-8-2021
Mahal Khandela-A Heritage Hotel & Spa,"₹ 1,325",Bani Park | 940 m from Shastri Nagar Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 677 Off,4.5, (Excellent),20.0,29%,"['Lounge', 'Free Parking', 'Conference Room']",Jaipur,9-8-2021,11-8-2021
OYO 7152 Gumaan Heritage,₹ 984,Durgapura | 4.3 km from Jaipur Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,4.2, (Very Good),191.0,24%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Jaipur,9-8-2021,11-8-2021
OCM Hotel,₹ 793,Ashok Nagar | 830 m from Ashok Nagar Bus Stop,Exclusive Offer - HDFC Credit Card Users. Get INR 307 Off,3.9, (Good),27.0,59%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Jaipur,9-8-2021,11-8-2021
Hotel Radha Palace,₹ 739,Near Jaipur Train Station | 380 m from Polo Victory Private Bus Stop,Exclusive Offer - HDFC Credit Card Users. Get INR 333 Off,3.7, (Good),148.0,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Jaipur,9-8-2021,11-8-2021
Hotel King Palace - Near Jal Mahal,"₹ 1,561",Shankar Nagar | 490 m from Ramgarh Mod Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 1015 Off,3.3, (Good),8.0,12%,"['Free Parking', 'Conference Room', 'Elevator/Lift']",Jaipur,9-8-2021,11-8-2021
Hotel Mosaic,"₹ 2,195",Hanuman Nagar Extension | 610 m from Sirsi Road,Exclusive Offer - HDFC Credit Card Users. Get INR 1066 Off,4.0, (Very Good),101.0,49%,"['Bar', 'Lawn', 'Air Conditioning']",Jaipur,9-8-2021,11-8-2021
HOZTEL JAIPUR,₹ 253,Bani Park,,3.3, (Good),13.0,51%,"['Luggage Storage', 'Housekeeping', 'Electrical Sockets']",Jaipur,9-8-2021,11-8-2021
OYO 410 Hotel Lily Bay Inn,₹ 984,Near Jaipur Airport | 710 m from Jaipur Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,3.5, (Good),62.0,23%,"['Tours and Treks', 'Conference Room', 'Free Wi-Fi']",Jaipur,9-8-2021,11-8-2021
Divine-A Boutique Hotel,"₹ 1,346",Adarsh Nagar | 9.7 km from Jaipur Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1043 Off,4.2, (Very Good),25.0,20%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Jaipur,9-8-2021,11-8-2021
Mayaa Mansion,₹ 752,MI Road | 740 m from Raj Mandir Cinema,Exclusive Offer - HDFC Credit Card Users. Get INR 191 Off,3.2, (Good),105.0,51%,"['Lounge', 'Butler Services', 'Bar']",Jaipur,9-8-2021,11-8-2021
Hotel Myriad Inn,"₹ 1,337",Prithiviraj Road | 820 m from Ashok Nagar Bus Stop,Exclusive Offer - HDFC Credit Card Users. Get INR 831 Off,4.0, (Very Good),74.0,33%,"['Free Parking', 'Elevator/Lift', 'Air Conditioning']",Jaipur,9-8-2021,11-8-2021
Ramada Jammu City Centre,"₹ 3,723",Hari Market | 4.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 950 Off,4.2, (Very Good),1262.0,15%,"['Free Parking', 'Conference Room', 'Bar']",Jammu,9-8-2021,11-8-2021
"Le Roi, Jammu","₹ 1,517",Near Jammu Tawi Railway Station | 75 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 552 Off,3.8, (Good),893.0,24%,"['Free Parking', 'Conference Room', 'Bar']",Jammu,9-8-2021,11-8-2021
Lords Inn Jammu,"₹ 2,807",Hari Market | 5.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1363 Off,4.4, (Very Good),460.0,20%,"['Lounge', 'Free Parking', 'Business Centre']",Jammu,9-8-2021,11-8-2021
Lemon Tree Hotel Jammu,"₹ 3,173",Near Jammu Tawi Railway Station | 400 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1541 Off,4.2, (Very Good),741.0,32%,"['Business Centre', 'Conference Room', 'Bar']",Jammu,9-8-2021,11-8-2021
Zone By The Park Jammu,"₹ 2,824",Near Jammu Tawi Railway Station | 480 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 721 Off,4.4, (Very Good),459.0,15%,"['Free Parking', 'Business Centre', 'Conference Room']",Jammu,9-8-2021,11-8-2021
Country Inn & Suites by Radisson,"₹ 2,166",Near Jammu Tawi Railway Station | 4.8 km from Jammu Airport,,3.7, (Good),500.0,5%,"['Yoga', 'Lounge', 'Butler Services']",Jammu,9-8-2021,11-8-2021
Asia One Earth,"₹ 2,135",Hari Market | 3.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1036 Off,4.0, (Very Good),386.0,58%,"['Free Parking', 'Business Centre', 'Conference Room']",Jammu,9-8-2021,11-8-2021
"Fortune Inn Riviera-Member ITC Hotel Group, Jammu","₹ 2,796",Hari Market | 4.6 km from Jammu Airport,,4.2, (Very Good),482.0,2%,"['Lounge', 'Business Centre', 'Conference Room']",Jammu,9-8-2021,11-8-2021
K.C. Residency,"₹ 2,810",Rajinder Bazar | 5.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1023 Off,4.3, (Very Good),309.0,20%,"['Free Parking', 'Business Centre', 'Conference Room']",Jammu,9-8-2021,11-8-2021
HOTEL TRG,"₹ 1,209",Hari Market | 5.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 936 Off,,,,,"['Conference Room', 'Bar', 'Vehicle Rentals']",Jammu,9-8-2021,11-8-2021
Viraj Sarovar Portico,"₹ 2,768",Bari Brahmana,Exclusive Offer - HDFC Credit Card Users. Get INR 706 Off,3.9, (Good),221.0,29%,"['Lounge', 'Free Parking', 'Business Centre']",Jammu,9-8-2021,11-8-2021
Hotel Raghunath,₹ 954,Gumat | 470 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,,,,,"['ATM', 'Free Wi-Fi', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
Hotel Satyam,"₹ 1,604",Near Jammu Tawi Railway Station | 610 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 779 Off,4.2, (Very Good),121.0,11%,"['Business Centre', 'ATM', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
The Grand Hill,₹ 782,Hari Market | 5.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 925 Off,4.2, (Very Good),232.0,16%,"['Free Parking', 'Vehicle Rentals', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Clarks Inn Express,"₹ 1,882",Bari Brahmana | 8.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 829 Off,3.3, (Good),207.0,16%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Hotel 17 Miles,"₹ 2,051",In Samba | 39.0 km from Jammu city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 747 Off,3.6, (Good),84.0,35%,"['Lounge', 'Indoor Games', 'Outdoor Sports']",Jammu,9-8-2021,11-8-2021
OYO 12841 Hotel Maa Residency,"₹ 1,057",Gumat | 590 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 261 Off,4.5, (Excellent),65.0,12%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Saraswati Hotel,₹ 583,Hari Market | 680 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 203 Off,3.9, (Good),208.0,32%,"['Free Parking', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
OYO 6678 Goodwill Hotel,"₹ 1,583",Gumat | 670 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 391 Off,3.9, (Good),159.0,51%,"['Kitchenette', 'Elevator/Lift', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Ranbir Yatri Bhawan,₹ 747,Hari Market | 190 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 305 Off,3.3, (Good),43.0,10%,"['Air Conditioning', 'Room Service', 'Power Backup']",Jammu,9-8-2021,11-8-2021
Hotel Vardaan,"₹ 1,880",Gumat | 700 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 479 Off,3.9, (Good),129.0,51%,"['Conference Room', 'ATM', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Hotel Meridian Palace,"₹ 1,565",Hari Market | 6.1 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 570 Off,3.6, (Good),75.0,21%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Jammu,9-8-2021,11-8-2021
OYO 18377 Hotel City Top,"₹ 1,271",Gumat | 910 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 314 Off,3.3, (Good),141.0,6%,"['Room Service', 'Power Backup']",Jammu,9-8-2021,11-8-2021
Hotel Red Rose,"₹ 1,641",Hari Market | 5.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 597 Off,3.5, (Good),158.0,22%,"['Lounge', 'Free Parking', 'Business Centre']",Jammu,9-8-2021,11-8-2021
Hotel Jammu Airlines,"₹ 1,874",Jeevan Nagar | 2.4 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 682 Off,3.5, (Good),41.0,51%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Hotel Vivek,"₹ 1,606",Gumat | 680 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 585 Off,4.3, (Very Good),79.0,14%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Anutham Hotel and Resort,"₹ 3,122",Greater Kailash | 6.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1137 Off,3.1, (Good),19.0,11%,"['Lounge', 'Indoor Games', 'Free Parking']",Jammu,9-8-2021,11-8-2021
Hotel New Red Rose,"₹ 1,784", | 7.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 649 Off,2.9,,43.0,11%,"['Business Centre', 'Conference Room', 'Vehicle Rentals']",Jammu,9-8-2021,11-8-2021
Mansar Hotel,"₹ 1,544",Hari Market | 940 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 562 Off,3.9, (Good),18.0,11%,"['Lounge', 'Tours and Treks', 'Bar']",Jammu,9-8-2021,11-8-2021
Hotel City Heart,"₹ 1,338",Hari Market | 370 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 487 Off,3.4, (Good),21.0,11%,"['Free Parking', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Colonels Retreat Home,"₹ 1,738",Hari Market | 3.9 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 443 Off,3.2, (Good),26.0,11%,"['Kitchenette', 'Caretaker', 'Living Room']",Jammu,9-8-2021,11-8-2021
The Grand Inn,"₹ 2,408",Trikuta Nagar | 5.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 877 Off,4.1, (Very Good),9.0,11%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Jammu,9-8-2021,11-8-2021
Hotel Corporate,"₹ 1,338",Bari Brahmana | 9.3 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 487 Off,4.4, (Very Good),105.0,28%,"['Free Parking', 'Free Wi-Fi', 'Room Service']",Jammu,9-8-2021,11-8-2021
Gupta Resorts Jammu,"₹ 1,963",Transportnagar | 6.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 715 Off,3.7, (Good),15.0,11%,"['Free Parking', 'ATM', 'Vehicle Rentals']",Jammu,9-8-2021,11-8-2021
Hotel New Fiza,"₹ 1,055",Gumat | 4.9 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 512 Off,3.0, (Good),10.0,11%,"['Free Parking', 'ATM', 'Vehicle Rentals']",Jammu,9-8-2021,11-8-2021
Hotel Samrat,"₹ 1,974",Gumat | 630 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 504 Off,3.1, (Good),58.0,11%,"['Free Wi-Fi', 'Lawn', 'Elevator/Lift']",Jammu,9-8-2021,11-8-2021
Hotel Park Hills (Formerly Park Inn),"₹ 1,338",Rajinder Bazar | 5.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 487 Off,2.5,,13.0,16%,"['ATM', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Shree Ganesh,₹ 808,Hari Market | 410 m from Jammu Bus Stand,,3.2, (Good),59.0,6%,"['Kids Play Area', 'Kitchenette', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Shri Amarnath,"₹ 1,392",Near Jammu Tawi Railway Station | 550 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 507 Off,3.5, (Good),123.0,11%,"['Vehicle Rentals', 'Free Wi-Fi', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
The Bhargav Resorts,"₹ 3,212",Trikuta Nagar | 4.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1170 Off,2.8,,9.0,10%,"['Free Wi-Fi', 'Bar', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Heritage Homestay Jammu,"₹ 2,820",Hari Market | 7.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 719 Off,3.0, (Good),22.0,11%,"['Caretaker', 'Living Room', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Hotel Diamond,"₹ 1,100",Hari Market | 4.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 280 Off,,,,11%,"['ATM', 'Vehicle Rentals', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Capital O 11567 Hotel Shivalik Hills,"₹ 1,718",Near Jammu Tawi Railway Station | 500 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 425 Off,4.9, (Excellent),19.0,6%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Kings,"₹ 1,519",Near Jammu Tawi Railway Station | 640 m from Jammu Tawi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 737 Off,2.0,,37.0,15%,"['Free Parking', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
New Karan Hotel,"₹ 1,351",Hari Market | 6.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 656 Off,3.7, (Good),115.0,51%,"['Free Parking', 'Vehicle Rentals', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel The Royal Placid,"₹ 1,784",Hari Market | 5.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 649 Off,3.6, (Good),22.0,16%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
Hotel Surya Excellency,"₹ 1,605",Gumat | 880 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 584 Off,4.0, (Very Good),3.0,16%,"['Conference Room', 'Free Wi-Fi', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Le Bikaner,"₹ 1,520",Hari Market | 7.3 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 738 Off,,,,11%,"['ATM', 'Kitchenette', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
HOTEL IMPERIAL LODGE,"₹ 1,354",Trikuta Nagar | 6.2 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 345 Off,3.0, (Good),3.0,11%,"['Air Conditioning', 'Room Service', 'Power Backup']",Jammu,9-8-2021,11-8-2021
Tick Tack Villa,"₹ 2,051",Channi Himmat | 7.2 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 747 Off,,,,16%,"['Room Service', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Swastik,"₹ 1,504",Gumat | 880 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 384 Off,4.5, (Excellent),2.0,15%,"['Free Parking', 'Vehicle Rentals', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
Hotel Premier,"₹ 2,110",Rajinder Bazar | 5.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1025 Off,4.2, (Very Good),5.0,11%,"['Business Centre', 'Conference Room', 'Bakery']",Jammu,9-8-2021,11-8-2021
Gupta Lodge by unique Rooms,"₹ 1,316",Hari Market | 870 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 336 Off,3.4, (Good),20.0,6%,"['Power Backup', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
HOTEL Sangam,"₹ 1,598",Hari Market | 4.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 408 Off,3.4, (Good),134.0,16%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
Hotel Savoy resorts,"₹ 3,008",Hari Market | 5.8 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 768 Off,1.0,,1.0,6%,"['Room Service', 'Power Backup']",Jammu,9-8-2021,11-8-2021
Hotel Imperial,"₹ 1,784",Rajinder Bazar | 5.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 649 Off,,,,6%,"['ATM', 'Free Wi-Fi', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Krishana Plaza,₹ 687,Rajinder Bazar | 5.7 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,,,,6%,"['ATM', 'Free Wi-Fi', 'Elevator/Lift']",Jammu,9-8-2021,11-8-2021
Hotel Relax,"₹ 3,290",Gumat | 560 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 840 Off,2.7,,3.0,11%,"['Room Service', 'Doctor on Call']",Jammu,9-8-2021,11-8-2021
Green Oak Guest House,"₹ 1,205",Gumat | 4.9 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 438 Off,3.0, (Good),4.0,19%,"['Free Parking', 'Restaurant', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Narula,"₹ 2,162",Hari Market | 1.0 km from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 551 Off,,,,6%,"['Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel NEW SURYA,"₹ 1,266",Hari Market | 430 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 614 Off,2.0,,1.0,11%,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Sunrise,"₹ 1,248",Hari Market | 850 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 454 Off,,,,6%,"['Free Parking', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Khushii,"₹ 2,632",Gumat | 930 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 672 Off,2.8,,4.0,16%,"['Room Service', 'Power Backup', 'Doctor on Call']",Jammu,9-8-2021,11-8-2021
hotel royal choice,"₹ 1,410",Hari Market | 5.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 359 Off,4.0, (Very Good),1.0,11%,"['Doctor on Call', 'Free Parking', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Surya,"₹ 3,196",Hari Market | 810 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 816 Off,1.0,,1.0,6%,"['Bonfire', 'Kitchenette', 'Room Service']",Jammu,9-8-2021,11-8-2021
Rishu Palace,₹ 837,Gumat | 560 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 213 Off,3.0, (Good),23.0,6%,"['Free Wi-Fi', 'Kitchenette', 'Room Service']",Jammu,9-8-2021,11-8-2021
Private Room in a Garden Facing apartment,"₹ 1,200",Hari Market | 4.5 km from Jammu Airport,,,,,6%,"['Kitchenette', 'Caretaker', 'Free Wi-Fi']",Jammu,9-8-2021,11-8-2021
OYO 30467 Sheela Resort,"₹ 1,180",Hari Market | 7.5 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,2.0,,2.0,6%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
OYO 69969 Royal Paradise Inn,"₹ 1,521",Bari Brahmana,Exclusive Offer - HDFC Credit Card Users. Get INR 376 Off,4.9, (Excellent),11.0,25%,"['Air Conditioning', 'Room Service', 'Power Backup']",Jammu,9-8-2021,11-8-2021
Hotel Himgiri,₹ 685,Hari Market | 750 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,3.7, (Good),3.0,51%,"['Free Parking', 'Bar', 'ATM']",Jammu,9-8-2021,11-8-2021
Tawi Lake View Hotel and Restaurant,"₹ 1,222",Hari Market | 5.0 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 312 Off,3.7, (Good),3.0,51%,"['Room Service', 'Doctor on Call']",Jammu,9-8-2021,11-8-2021
OYO 70607 New Fort View,"₹ 1,501",Hari Market | 5.3 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 371 Off,1.5,,4.0,19%,"['Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Blue Sapphire,"₹ 2,350", | 19.1 km from city centre,,,,,6%,"['Free Parking', 'Lawn', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Hotel Aroma Lodge,"₹ 3,033",Hari Market | 5.3 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1105 Off,2.5,,6.0,51%,"['Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
OYO 24954 Hotel Amrita,"₹ 1,330",Gumat | 810 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 328 Off,,,,6%,"['Conference Room', 'Free Wi-Fi', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
One Earth Trinetar,"₹ 1,239",Bari Brahmana,Exclusive Offer - HDFC Credit Card Users. Get INR 601 Off,2.7,,6.0,11%,"['Free Parking', 'Conference Room', 'Lawn']",Jammu,9-8-2021,11-8-2021
Hotel Novelty,₹ 940,Hari Market | 610 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,2.2,,109.0,51%,"['Free Shuttle Service', 'Free Wi-Fi', 'Kitchenette']",Jammu,9-8-2021,11-8-2021
Mini Moti Mahal,₹ 940,Hari Market | 6.3 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,,,,45%,"['Housekeeping', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Royal Palace,"₹ 1,128",Hari Market | 760 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 287 Off,1.0,,1.0,6%,"['Housekeeping', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Maa Bhawani,"₹ 2,820",Hari Market | 5.1 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 719 Off,,,,6%,"['Housekeeping', 'Room Service']",Jammu,9-8-2021,11-8-2021
BELA HOTEL AND RESORTS PRIVATE LIMITED,"₹ 9,400",Hari Market | 4.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 2400 Off,,,,6%,[],Jammu,9-8-2021,11-8-2021
Sandy's Homestay,"₹ 1,880",Gandhi Nagar | 3.1 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,6%,"['Free Parking', 'Housekeeping', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
Four A Lords Resort,"₹ 3,039",Bari Brahmana,Exclusive Offer - HDFC Credit Card Users. Get INR 1476 Off,,,,6%,"['Lawn', 'Air Conditioning', 'Indoor Games']",Jammu,9-8-2021,11-8-2021
OYO 67296 Hotel Kissan,"₹ 1,435",Bari Brahmana | 9.6 km from Jammu Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 354 Off,,,,6%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Jammu,9-8-2021,11-8-2021
Hotel Homelike,₹ 931,Gumat | 540 m from Jammu Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 237 Off,,,,32%,"['Power Backup', 'Air Conditioning']",Jammu,9-8-2021,11-8-2021
